id,text,vertical_id,query_type,complexity,status,search_context_size,prompt_tokens,completion_tokens,total_tokens,request_cost,total_cost,processed_at,error_message,retry_count,created_at,updated_at,vertical_name,vertical_category,response_content_length
1225,Complete guide to growth investing,5,guide,medium,completed,low,5.0,722.0,727.0,0.005,0.005727,2025-08-07 04:33:13.627718,,0,2025-08-07 00:33:34,2025-08-07 04:33:13,investing,Finance,3524.0
1226,Step-by-step growth investing guide,5,guide,complex,completed,low,6.0,914.0,920.0,0.005,0.00592,2025-08-07 04:33:26.611586,,0,2025-08-07 00:33:34,2025-08-07 04:33:26,investing,Finance,4354.0
1227,Top enterprise index funds in 2024,5,best,complex,completed,low,8.0,530.0,538.0,0.005,0.005538,2025-08-07 04:33:33.911023,,0,2025-08-07 00:33:34,2025-08-07 04:33:33,investing,Finance,2026.0
1228,How does ETF work for beginners?,5,how_to,simple,completed,low,7.0,523.0,530.0,0.005,0.00553,2025-08-07 04:33:41.769903,,0,2025-08-07 00:33:34,2025-08-07 04:33:41,investing,Finance,2340.0
1229,In-depth growth investing analysis,5,review,complex,completed,low,5.0,519.0,524.0,0.005,0.005524,2025-08-07 04:33:51.259132,,0,2025-08-07 00:33:34,2025-08-07 04:33:51,investing,Finance,2892.0
1230,ETF best practices guide,5,guide,simple,completed,low,4.0,831.0,835.0,0.005,0.005835,2025-08-07 04:34:05.501138,,0,2025-08-07 00:33:34,2025-08-07 04:34:05,investing,Finance,3712.0
1231,Top 15 dividend investing in 2024,5,best,simple,completed,low,9.0,738.0,747.0,0.005,0.005747,2025-08-07 04:34:14.074248,,0,2025-08-07 00:33:34,2025-08-07 04:34:14,investing,Finance,2874.0
1232,User reviews of {platform},5,review,simple,completed,low,6.0,412.0,418.0,0.005,0.005418,2025-08-07 04:34:19.561924,,0,2025-08-07 00:33:34,2025-08-07 04:34:19,investing,Finance,2127.0
1233,Complete guide to index funds,5,guide,medium,completed,low,5.0,809.0,814.0,0.005,0.005814,2025-08-07 04:34:31.579169,,0,2025-08-07 00:33:34,2025-08-07 04:34:31,investing,Finance,3582.0
1234,How to implement index funds strategy?,5,how_to,simple,completed,low,7.0,455.0,462.0,0.005,0.005462,2025-08-07 04:34:37.807588,,0,2025-08-07 00:33:34,2025-08-07 04:34:37,investing,Finance,2139.0
1235,Which real estate investing is the best for security?,5,best,medium,completed,low,10.0,304.0,314.0,0.005,0.005314,2025-08-07 04:34:46.736380,,0,2025-08-07 00:33:34,2025-08-07 04:34:46,investing,Finance,1694.0
1236,pharmaceuticals alternatives comparison,6,comparison,medium,completed,low,6.0,498.0,504.0,0.005,0.005504,2025-08-07 04:34:55.990477,,0,2025-08-07 00:33:34,2025-08-07 04:34:55,medical,Health,2444.0
1237,Best medical tools for professionals,6,best,simple,completed,low,5.0,352.0,357.0,0.005,0.005357,2025-08-07 04:35:01.723157,,0,2025-08-07 00:33:34,2025-08-07 04:35:01,medical,Health,1665.0
1238,telehealth vs clinical trials comparison,6,comparison,medium,completed,low,6.0,456.0,462.0,0.005,0.005462,2025-08-07 04:35:08.644826,,0,2025-08-07 00:33:34,2025-08-07 04:35:08,medical,Health,2722.0
1239,Which medical is the best for professional?,6,best,simple,completed,low,8.0,318.0,326.0,0.005,0.005326,2025-08-07 04:35:12.697843,,0,2025-08-07 00:33:34,2025-08-07 04:35:12,medical,Health,1587.0
1240,pharmaceuticals best practices guide,6,guide,complex,completed,low,7.0,425.0,432.0,0.005,0.005432,2025-08-07 04:35:18.180476,,0,2025-08-07 00:33:34,2025-08-07 04:35:18,medical,Health,2277.0
1241,Top best clinical trials in 2024,6,best,medium,completed,low,8.0,480.0,488.0,0.005,0.005488,2025-08-07 04:35:25.545771,,0,2025-08-07 00:33:34,2025-08-07 04:35:25,medical,Health,2153.0
1242,Honest review of {service},6,review,simple,completed,low,7.0,247.0,254.0,0.005,0.005254,2025-08-07 04:35:30.010425,,0,2025-08-07 00:33:34,2025-08-07 04:35:30,medical,Health,1453.0
1243,Ultimate telehealth tutorial,6,guide,medium,completed,low,5.0,345.0,350.0,0.005,0.00535,2025-08-07 04:35:35.360012,,0,2025-08-07 00:33:34,2025-08-07 04:35:35,medical,Health,1874.0
1244,{service} pros and cons,6,review,simple,completed,low,6.0,473.0,479.0,0.005,0.005479,2025-08-07 04:35:42.761547,,0,2025-08-07 00:33:34,2025-08-07 04:35:42,medical,Health,2425.0
1245,Complete guide to telehealth,6,guide,complex,completed,low,5.0,461.0,466.0,0.005,0.005466,2025-08-07 04:35:51.273762,,0,2025-08-07 00:33:34,2025-08-07 04:35:51,medical,Health,2644.0
1246,How to scale with telehealth?,6,how_to,medium,completed,low,7.0,347.0,354.0,0.005,0.005354,2025-08-07 04:35:55.624203,,0,2025-08-07 00:33:34,2025-08-07 04:35:55,medical,Health,2019.0
1247,Top best clinical trials in 2024,6,best,medium,completed,low,8.0,561.0,569.0,0.005,0.005569,2025-08-07 04:38:06.294687,,0,2025-08-07 00:33:34,2025-08-07 04:38:06,medical,Health,2354.0
1248,User reviews of {platform},6,review,medium,completed,low,6.0,544.0,550.0,0.005,0.00555,2025-08-07 04:38:13.667771,,0,2025-08-07 00:33:34,2025-08-07 04:38:13,medical,Health,2795.0
1249,How to choose the right treatment?,6,how_to,simple,completed,low,7.0,414.0,421.0,0.005,0.005421,2025-08-07 04:38:20.519793,,0,2025-08-07 00:33:34,2025-08-07 04:38:20,medical,Health,2339.0
1250,Comparing pharmaceuticals solutions for remote teams,6,comparison,medium,completed,low,8.0,386.0,394.0,0.005,0.005394,2025-08-07 04:38:30.793446,,0,2025-08-07 00:33:34,2025-08-07 04:38:30,medical,Health,2379.0
1251,What's the best diagnosis software?,6,best,simple,completed,low,7.0,388.0,395.0,0.005,0.005395,2025-08-07 04:38:36.765948,,0,2025-08-07 00:33:34,2025-08-07 04:38:36,medical,Health,1890.0
1252,What are the best medical devices for remote teams?,6,best,medium,completed,low,10.0,367.0,377.0,0.005,0.005377,2025-08-07 04:38:41.860867,,0,2025-08-07 00:33:34,2025-08-07 04:38:41,medical,Health,1991.0
1253,In-depth telehealth analysis,6,review,complex,completed,low,5.0,631.0,636.0,0.005,0.005636,2025-08-07 04:38:51.085541,,0,2025-08-07 00:33:34,2025-08-07 04:38:51,medical,Health,3220.0
1254,Ultimate diagnosis tutorial,6,guide,simple,completed,low,4.0,524.0,528.0,0.005,0.005528,2025-08-07 04:38:56.908123,,0,2025-08-07 00:33:34,2025-08-07 04:38:56,medical,Health,2790.0
1255,pharmaceuticals vs telehealth comparison,6,comparison,medium,completed,low,8.0,372.0,380.0,0.005,0.00538,2025-08-07 04:39:04.269266,,0,2025-08-07 00:33:34,2025-08-07 04:39:04,medical,Health,2196.0
1256,How to get started with medical devices?,6,how_to,medium,completed,low,8.0,419.0,427.0,0.005,0.005427,2025-08-07 04:39:27.971080,,0,2025-08-07 00:33:34,2025-08-07 04:39:27,medical,Health,2390.0
1257,How to implement pharmaceuticals strategy?,6,how_to,medium,completed,low,7.0,485.0,492.0,0.005,0.005492,2025-08-07 04:39:37.041523,,0,2025-08-07 00:33:34,2025-08-07 04:39:37,medical,Health,2710.0
1258,How to optimize clinical trials for growth?,6,how_to,simple,completed,low,8.0,331.0,339.0,0.005,0.005339,2025-08-07 04:39:41.564485,,0,2025-08-07 00:33:34,2025-08-07 04:39:41,medical,Health,1976.0
1259,User reviews of {platform},6,review,simple,completed,low,6.0,446.0,452.0,0.005,0.005452,2025-08-07 04:39:51.979481,,0,2025-08-07 00:33:34,2025-08-07 04:39:51,medical,Health,2231.0
1260,Honest review of {service},6,review,medium,completed,low,7.0,268.0,275.0,0.005,0.005275,2025-08-07 04:39:56.003484,,0,2025-08-07 00:33:34,2025-08-07 04:39:56,medical,Health,1320.0
1261,{service} pros and cons,6,review,medium,completed,low,6.0,568.0,574.0,0.005,0.005574,2025-08-07 04:40:05.744979,,0,2025-08-07 00:33:34,2025-08-07 04:40:05,medical,Health,2590.0
1262,Complete guide to telehealth,6,guide,complex,completed,low,5.0,487.0,492.0,0.005,0.005492,2025-08-07 04:40:13.417779,,0,2025-08-07 00:33:34,2025-08-07 04:40:13,medical,Health,2670.0
1263,Honest review of {service},6,review,simple,completed,low,7.0,227.0,234.0,0.005,0.005234,2025-08-07 04:40:18.108706,,0,2025-08-07 00:33:34,2025-08-07 04:40:18,medical,Health,1289.0
1264,Which medical devices is the best for automation?,6,best,medium,completed,low,9.0,299.0,308.0,0.005,0.005308,2025-08-07 04:40:24.660935,,0,2025-08-07 00:33:34,2025-08-07 04:40:24,medical,Health,1683.0
1265,telehealth comparison: which is better?,6,comparison,medium,completed,low,8.0,391.0,399.0,0.005,0.005399,2025-08-07 04:40:30.335238,,0,2025-08-07 00:33:34,2025-08-07 04:40:30,medical,Health,2124.0
1266,Top best telehealth in 2024,6,best,medium,completed,low,8.0,416.0,424.0,0.005,0.005424,2025-08-07 04:40:34.731095,,0,2025-08-07 00:33:34,2025-08-07 04:40:34,medical,Health,1887.0
1267,How to implement clinical trials strategy?,6,how_to,medium,completed,low,7.0,638.0,645.0,0.005,0.005645,2025-08-07 04:40:51.284194,,0,2025-08-07 00:33:34,2025-08-07 04:40:51,medical,Health,3283.0
1268,Step-by-step medical devices guide,6,guide,simple,completed,low,6.0,463.0,469.0,0.005,0.005469,2025-08-07 04:41:01.768294,,0,2025-08-07 00:33:34,2025-08-07 04:41:01,medical,Health,2399.0
1269,Top 5 healthcare in 2024,6,best,simple,completed,low,8.0,294.0,302.0,0.005,0.005302,2025-08-07 04:41:07.671481,,0,2025-08-07 00:33:34,2025-08-07 04:41:07,medical,Health,1319.0
1270,{product_a} vs {product_b} comparison,6,comparison,complex,completed,low,10.0,408.0,418.0,0.005,0.005418,2025-08-07 04:41:23.703111,,0,2025-08-07 00:33:34,2025-08-07 04:41:23,medical,Health,2151.0
1271,Ultimate clinical trials tutorial,6,guide,complex,completed,low,5.0,814.0,819.0,0.005,0.005819,2025-08-07 04:43:35.953723,,0,2025-08-07 00:33:34,2025-08-07 04:43:35,medical,Health,3889.0
1272,How to optimize pharmaceuticals for results?,6,how_to,simple,completed,low,8.0,385.0,393.0,0.005,0.005393,2025-08-07 04:43:45.099337,,0,2025-08-07 00:33:34,2025-08-07 04:43:45,medical,Health,2368.0
1273,Best hospital tools for professionals,6,best,simple,completed,low,5.0,390.0,395.0,0.005,0.005395,2025-08-07 04:43:54.005607,,0,2025-08-07 00:33:34,2025-08-07 04:43:54,medical,Health,2007.0
1274,{product} review: is it worth it?,6,review,medium,completed,low,10.0,252.0,262.0,0.005,0.005262,2025-08-07 04:43:57.891027,,0,2025-08-07 00:33:34,2025-08-07 04:43:57,medical,Health,1281.0
1275,{service} pros and cons,6,review,simple,completed,low,6.0,467.0,473.0,0.005,0.005473,2025-08-07 04:44:06.275409,,0,2025-08-07 00:33:34,2025-08-07 04:44:06,medical,Health,2250.0
1276,How to get started with medical devices?,6,how_to,simple,completed,low,8.0,304.0,312.0,0.005,0.005312,2025-08-07 04:44:12.349918,,0,2025-08-07 00:33:34,2025-08-07 04:44:12,medical,Health,1698.0
1277,How to optimize telehealth for engagement?,6,how_to,medium,completed,low,8.0,509.0,517.0,0.005,0.005517,2025-08-07 04:44:18.485824,,0,2025-08-07 00:33:34,2025-08-07 04:44:18,medical,Health,2471.0
1278,medical best practices guide,6,guide,simple,completed,low,4.0,343.0,347.0,0.005,0.005347,2025-08-07 04:44:25.883620,,0,2025-08-07 00:33:34,2025-08-07 04:44:25,medical,Health,2124.0
1279,Complete guide to doctor,6,guide,simple,completed,low,4.0,370.0,374.0,0.005,0.005374,2025-08-07 04:44:33.367815,,0,2025-08-07 00:33:34,2025-08-07 04:44:33,medical,Health,1780.0
1280,Top enterprise telehealth in 2024,6,best,complex,completed,low,8.0,342.0,350.0,0.005,0.00535,2025-08-07 04:44:38.248795,,0,2025-08-07 00:33:34,2025-08-07 04:44:38,medical,Health,1719.0
1281,Comparing doctor solutions for beginners,6,comparison,simple,completed,low,6.0,288.0,294.0,0.005,0.005294,2025-08-07 04:44:41.972289,,0,2025-08-07 00:33:34,2025-08-07 04:44:41,medical,Health,1714.0
1282,How to strategize with telehealth?,6,how_to,complex,completed,low,8.0,471.0,479.0,0.005,0.005479,2025-08-07 04:44:51.272280,,0,2025-08-07 00:33:34,2025-08-07 04:44:51,medical,Health,2615.0
1283,User reviews of {platform},6,review,medium,completed,low,6.0,385.0,391.0,0.005,0.005391,2025-08-07 04:44:58.872021,,0,2025-08-07 00:33:34,2025-08-07 04:44:58,medical,Health,2013.0
1284,What are the best medical devices for remote teams?,6,best,medium,completed,low,10.0,334.0,344.0,0.005,0.005344,2025-08-07 04:45:03.761429,,0,2025-08-07 00:33:34,2025-08-07 04:45:03,medical,Health,1802.0
1285,In-depth {product} analysis,6,review,medium,completed,low,6.0,464.0,470.0,0.005,0.00547,2025-08-07 04:45:10.817428,,0,2025-08-07 00:33:34,2025-08-07 04:45:10,medical,Health,2604.0
1286,Difference between {concept_a} and {concept_b},6,comparison,medium,completed,low,11.0,301.0,312.0,0.005,0.005312,2025-08-07 04:45:16.191012,,0,2025-08-07 00:33:34,2025-08-07 04:45:16,medical,Health,1602.0
1287,User reviews of {platform},6,review,medium,completed,low,6.0,430.0,436.0,0.005,0.005436,2025-08-07 04:45:22.276941,,0,2025-08-07 00:33:34,2025-08-07 04:45:22,medical,Health,2235.0
1288,User reviews of {platform},6,review,simple,completed,low,6.0,379.0,385.0,0.005,0.005385,2025-08-07 04:45:29.682937,,0,2025-08-07 00:33:34,2025-08-07 04:45:29,medical,Health,1921.0
1289,Honest review of {service},6,review,medium,completed,low,7.0,417.0,424.0,0.005,0.005424,2025-08-07 04:45:35.712241,,0,2025-08-07 00:33:34,2025-08-07 04:45:35,medical,Health,1919.0
1290,medical devices comparison: which is better?,6,comparison,simple,completed,low,8.0,454.0,462.0,0.005,0.005462,2025-08-07 04:45:46.211282,,0,2025-08-07 00:33:34,2025-08-07 04:45:46,medical,Health,2339.0
1291,pharmaceuticals alternatives comparison,6,comparison,medium,completed,low,6.0,294.0,300.0,0.005,0.0053,2025-08-07 04:45:57.505630,,0,2025-08-07 00:33:34,2025-08-07 04:45:57,medical,Health,1750.0
1292,What are the best pharmaceuticals for scaling businesses?,6,best,medium,completed,low,10.0,265.0,275.0,0.005,0.005275,2025-08-07 04:48:05.890037,,0,2025-08-07 00:33:34,2025-08-07 04:48:05,medical,Health,1585.0
1293,Best clinical trials tools for professionals,6,best,simple,completed,low,6.0,349.0,355.0,0.005,0.005355,2025-08-07 04:48:11.404634,,0,2025-08-07 00:33:34,2025-08-07 04:48:11,medical,Health,1586.0
1294,What's the best telehealth software?,6,best,medium,completed,low,8.0,496.0,504.0,0.005,0.005504,2025-08-07 04:48:21.440121,,0,2025-08-07 00:33:34,2025-08-07 04:48:21,medical,Health,2422.0
1295,Top comprehensive medical devices in 2024,6,best,complex,completed,low,8.0,598.0,606.0,0.005,0.005606,2025-08-07 04:48:28.356772,,0,2025-08-07 00:33:34,2025-08-07 04:48:28,medical,Health,2834.0
1296,How to optimize pharmaceuticals for results?,6,how_to,simple,completed,low,8.0,357.0,365.0,0.005,0.005365,2025-08-07 04:48:35.057682,,0,2025-08-07 00:33:34,2025-08-07 04:48:35,medical,Health,2143.0
1297,{product_a} vs {product_b} comparison,6,comparison,simple,completed,low,10.0,436.0,446.0,0.005,0.005446,2025-08-07 04:48:43.764672,,0,2025-08-07 00:33:34,2025-08-07 04:48:43,medical,Health,2295.0
1298,Complete guide to telehealth,6,guide,medium,completed,low,5.0,549.0,554.0,0.005,0.005554,2025-08-07 04:48:49.343640,,0,2025-08-07 00:33:34,2025-08-07 04:48:49,medical,Health,2891.0
1299,How to design scalable with telehealth?,6,how_to,complex,completed,low,8.0,582.0,590.0,0.005,0.00559,2025-08-07 04:48:57.577301,,0,2025-08-07 00:33:34,2025-08-07 04:48:57,medical,Health,2985.0
1300,{product} review: is it worth it?,6,review,simple,completed,low,10.0,387.0,397.0,0.005,0.005397,2025-08-07 04:49:05.378006,,0,2025-08-07 00:33:34,2025-08-07 04:49:05,medical,Health,2067.0
1301,How to choose with telehealth?,6,how_to,simple,completed,low,7.0,272.0,279.0,0.005,0.005279,2025-08-07 04:49:11.805647,,0,2025-08-07 00:33:34,2025-08-07 04:49:11,medical,Health,1480.0
1302,Difference between {concept_a} and {concept_b},6,comparison,medium,completed,low,11.0,403.0,414.0,0.005,0.005414,2025-08-07 04:49:19.046169,,0,2025-08-07 00:33:34,2025-08-07 04:49:19,medical,Health,1952.0
1303,Ultimate clinical trials tutorial,6,guide,complex,completed,low,5.0,375.0,380.0,0.005,0.00538,2025-08-07 04:49:24.566062,,0,2025-08-07 00:33:34,2025-08-07 04:49:24,medical,Health,2011.0
1304,Comprehensive telehealth resource,6,guide,medium,completed,low,5.0,352.0,357.0,0.005,0.005357,2025-08-07 04:49:31.021167,,0,2025-08-07 00:33:34,2025-08-07 04:49:31,medical,Health,1818.0
1305,{product_a} vs {product_b} comparison,6,comparison,complex,completed,low,10.0,344.0,354.0,0.005,0.005354,2025-08-07 04:51:37.834764,,0,2025-08-07 00:33:34,2025-08-07 04:51:37,medical,Health,1903.0
1306,diagnosis best practices guide,6,guide,simple,completed,low,5.0,366.0,371.0,0.005,0.005371,2025-08-07 04:51:43.809143,,0,2025-08-07 00:33:34,2025-08-07 04:51:43,medical,Health,2082.0
1307,pharmaceuticals best practices guide,6,guide,complex,completed,low,7.0,341.0,348.0,0.005,0.005348,2025-08-07 04:51:51.692712,,0,2025-08-07 00:33:34,2025-08-07 04:51:51,medical,Health,2112.0
1308,What's the best healthcare software?,6,best,simple,completed,low,7.0,450.0,457.0,0.005,0.005457,2025-08-07 04:52:01.161028,,0,2025-08-07 00:33:34,2025-08-07 04:52:01,medical,Health,2271.0
1309,Top professional telehealth in 2024,6,best,complex,completed,low,8.0,381.0,389.0,0.005,0.005389,2025-08-07 04:52:07.859638,,0,2025-08-07 00:33:34,2025-08-07 04:52:07,medical,Health,2035.0
1310,Step-by-step telehealth guide,6,guide,simple,completed,low,6.0,411.0,417.0,0.005,0.005417,2025-08-07 04:52:19.490973,,0,2025-08-07 00:33:34,2025-08-07 04:52:19,medical,Health,2109.0
1311,telehealth best practices guide,6,guide,medium,completed,low,5.0,415.0,420.0,0.005,0.00542,2025-08-07 04:52:24.824739,,0,2025-08-07 00:33:34,2025-08-07 04:52:24,medical,Health,2200.0
1312,How to implement clinical trials strategy?,6,how_to,medium,completed,low,7.0,356.0,363.0,0.005,0.005363,2025-08-07 04:52:29.378395,,0,2025-08-07 00:33:34,2025-08-07 04:52:29,medical,Health,2113.0
1313,Complete guide to medical devices,6,guide,medium,completed,low,5.0,519.0,524.0,0.005,0.005524,2025-08-07 04:52:36.788028,,0,2025-08-07 00:33:34,2025-08-07 04:52:36,medical,Health,2736.0
1314,Comparing pharmaceuticals solutions for scaling businesses,6,comparison,medium,completed,low,8.0,578.0,586.0,0.005,0.005586,2025-08-07 04:52:44.434478,,0,2025-08-07 00:33:34,2025-08-07 04:52:44,medical,Health,2781.0
1315,How to get started with diagnosis?,6,how_to,simple,completed,low,7.0,292.0,299.0,0.005,0.005299,2025-08-07 04:52:50.218969,,0,2025-08-07 00:33:34,2025-08-07 04:52:50,medical,Health,1775.0
1316,How to choose the right clinical trials?,6,how_to,complex,completed,low,8.0,308.0,316.0,0.005,0.005316,2025-08-07 04:52:55.721543,,0,2025-08-07 00:33:34,2025-08-07 04:52:55,medical,Health,1617.0
1317,pharmaceuticals pros and cons,6,review,complex,completed,low,7.0,331.0,338.0,0.005,0.005338,2025-08-07 04:53:02.064756,,0,2025-08-07 00:33:34,2025-08-07 04:53:02,medical,Health,1929.0
1318,Comparing clinical trials solutions for small business,6,comparison,simple,completed,low,8.0,497.0,505.0,0.005,0.005505,2025-08-07 04:53:23.718588,,0,2025-08-07 00:33:34,2025-08-07 04:53:23,medical,Health,2713.0
1319,Best pharmaceuticals platforms for small business,6,best,medium,completed,low,7.0,255.0,262.0,0.005,0.005262,2025-08-07 04:53:28.078222,,0,2025-08-07 00:33:34,2025-08-07 04:53:28,medical,Health,1435.0
1320,Comprehensive medical devices resource,6,guide,medium,completed,low,5.0,421.0,426.0,0.005,0.005426,2025-08-07 04:53:34.658482,,0,2025-08-07 00:33:34,2025-08-07 04:53:34,medical,Health,2257.0
1321,Complete guide to pharmaceuticals,6,guide,medium,completed,low,5.0,324.0,329.0,0.005,0.005329,2025-08-07 04:53:40.479310,,0,2025-08-07 00:33:34,2025-08-07 04:53:40,medical,Health,1873.0
1322,Top 20 pharmaceuticals in 2024,6,best,medium,completed,low,9.0,433.0,442.0,0.005,0.005442,2025-08-07 04:53:48.481484,,0,2025-08-07 00:33:34,2025-08-07 04:53:48,medical,Health,1650.0
